task_name,model,method,source_file,split,index,qa_id,qa_type,primary_slots,support_fact_count,local_entanglement,metric,value
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,7,mt10_a02_q29,single_fact,['writing_style'],1,1.0,forget_truth_ratio,2.2910478513573396
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,8,mt10_a03_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,2.635485901365013
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,9,mt10_a03_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,1.2160294142416794
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,10,mt10_a03_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,2.343773354250191
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,11,mt10_a03_q30,single_fact,['writing_style'],1,1.0,forget_truth_ratio,2.66616472205401
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,12,mt10_a04_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,0.47487914039673224
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,13,mt10_a04_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,0.9167193736707457
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,14,mt10_a04_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,1.3216154881763114
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,15,mt10_a04_q30,single_fact,['writing_style'],1,1.0,forget_truth_ratio,0.43192974845603427
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,16,mt10_a05_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,4.9272729177088115
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,17,mt10_a05_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,22.008609090364136
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,18,mt10_a05_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,1.267397890215061
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,19,mt10_a05_q30,single_fact,['writing_style'],1,1.0,forget_truth_ratio,0.15234915904760657
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,20,mt10_a06_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,0.5610476693654838
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,21,mt10_a06_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,0.6668217881858823
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,22,mt10_a06_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,0.5155087504154549
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,23,mt10_a06_q29,single_fact,['writing_style'],1,1.0,forget_truth_ratio,3.596138817003861
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,24,mt10_a07_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,2.12251277810302
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,25,mt10_a07_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,1.4295001506505502
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,26,mt10_a07_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,1.3158739997177018
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,27,mt10_a07_q30,single_fact,['writing_style'],1,1.0,forget_truth_ratio,3.1040718408334413
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,28,mt10_a08_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,1.461130617191481
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,29,mt10_a08_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,0.8720967669918964
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,30,mt10_a08_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,0.6860761276659889
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,31,mt10_a08_q30,single_fact,['writing_style'],1,1.0,forget_truth_ratio,7.888933017346687
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,32,mt10_a09_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,1.7133053993948966
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,33,mt10_a09_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,3.2414255817895494
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,34,mt10_a09_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,1.9419432250406332
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,35,mt10_a09_q29,single_fact,['writing_style'],1,1.0,forget_truth_ratio,0.4564222436595677
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,36,mt10_a10_q10,single_fact,['core_themes'],1,1.0,forget_truth_ratio,1.4835702272331377
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,37,mt10_a10_q14,relation,['representative_work'],1,1.0,forget_truth_ratio,25.58385317767452
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,38,mt10_a10_q16,composite,['genre_and_core_themes'],1,1.0,forget_truth_ratio,0.8599157374583803
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,39,mt10_a10_q30,single_fact,['writing_style'],1,1.0,forget_truth_ratio,25.395733962507254
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,0,mt10_a01_q01,single_fact,['birth_year'],1,1.0,retain_Q_A_Prob,0.9746875762939453
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,1,mt10_a01_q02,single_fact,['birthplace'],1,1.0,retain_Q_A_Prob,0.8449031114578247
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,2,mt10_a01_q03,single_fact,['father_profession'],1,1.0,retain_Q_A_Prob,0.8417240381240845
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,3,mt10_a01_q04,single_fact,['mother_profession'],1,1.0,retain_Q_A_Prob,0.9960755705833435
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,4,mt10_a01_q05,single_fact,['primary_genre'],1,1.0,retain_Q_A_Prob,0.9938040375709534
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,5,mt10_a01_q06,single_fact,['representative_book'],1,1.0,retain_Q_A_Prob,0.9782968163490295
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,6,mt10_a01_q07,single_fact,['synthetic_contact_token'],1,1.0,retain_Q_A_Prob,0.8766159415245056
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,7,mt10_a01_q08,single_fact,['synthetic_private_id'],1,1.0,retain_Q_A_Prob,0.9860872626304626
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,8,mt10_a01_q09,book_to_award,['representative_book_award'],1,1.0,retain_Q_A_Prob,0.9974345564842224
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,9,mt10_a01_q11,composite,['representative_book'],1,1.0,retain_Q_A_Prob,0.9507901072502136
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,10,mt10_a01_q12,single_fact,['selected_award'],1,1.0,retain_Q_A_Prob,0.7871062159538269
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,11,mt10_a01_q13,composite,['residence_history'],1,1.0,retain_Q_A_Prob,0.9839813113212585
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,12,mt10_a01_q15,relation,['authored_book'],1,1.0,retain_Q_A_Prob,0.9971217513084412
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,13,mt10_a01_q17,composite,['selected_award'],1,1.0,retain_Q_A_Prob,0.7098994851112366
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,14,mt10_a01_q18,composite,['representative_book_award'],1,1.0,retain_Q_A_Prob,0.9845990538597107
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,15,mt10_a01_q19,identity_from_book,"['full_name', 'book_title']",2,2.0,retain_Q_A_Prob,0.8655365109443665
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,16,mt10_a01_q20,relation,['residence_link'],1,1.0,retain_Q_A_Prob,0.9958695769309998
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,17,mt10_a01_q21,relation,['award_target_book'],1,1.0,retain_Q_A_Prob,0.9776674509048462
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,18,mt10_a01_q22,relation,['residence_link'],1,1.0,retain_Q_A_Prob,0.621239960193634
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,19,mt10_a01_q23,relation,['authored_book'],1,1.0,retain_Q_A_Prob,0.7625047564506531
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,20,mt10_a01_q24,relation,['authored_book'],1,1.0,retain_Q_A_Prob,0.9953383803367615
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,21,mt10_a01_q25,relation,['residence_link'],1,1.0,retain_Q_A_Prob,0.7547039985656738
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,22,mt10_a01_q26,relation,['book_award_link'],1,1.0,retain_Q_A_Prob,0.9927248954772949
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,23,mt10_a01_q27,relation,['award_target_book'],1,1.0,retain_Q_A_Prob,0.9015226364135742
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,24,mt10_a01_q28,identity_from_book,"['full_name', 'book_title']",2,2.0,retain_Q_A_Prob,0.9973784685134888
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,25,mt10_a01_q29,identity_from_book,"['full_name', 'book_title']",2,2.0,retain_Q_A_Prob,0.8848710060119629
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,26,mt10_a01_q31,single_fact,['book_year'],1,1.0,retain_Q_A_Prob,0.9950484037399292
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,27,mt10_a01_q32,single_fact,['book_year'],1,1.0,retain_Q_A_Prob,0.997471034526825
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,28,mt10_a02_q01,single_fact,['birth_year'],1,1.0,retain_Q_A_Prob,0.4372154474258423
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,29,mt10_a02_q02,single_fact,['birthplace'],1,1.0,retain_Q_A_Prob,0.7872724533081055
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,30,mt10_a02_q03,single_fact,['father_profession'],1,1.0,retain_Q_A_Prob,0.9948788285255432
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,31,mt10_a02_q04,single_fact,['mother_profession'],1,1.0,retain_Q_A_Prob,0.5641637444496155
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,32,mt10_a02_q05,single_fact,['primary_genre'],1,1.0,retain_Q_A_Prob,0.5120682120323181
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,33,mt10_a02_q06,single_fact,['representative_book'],1,1.0,retain_Q_A_Prob,0.9821681380271912
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,34,mt10_a02_q07,single_fact,['synthetic_contact_token'],1,1.0,retain_Q_A_Prob,0.8857330679893494
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,35,mt10_a02_q08,single_fact,['synthetic_private_id'],1,1.0,retain_Q_A_Prob,0.9904982447624207
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,36,mt10_a02_q09,book_to_award,['representative_book_award'],1,1.0,retain_Q_A_Prob,0.9531930088996887
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,37,mt10_a02_q11,composite,['representative_book'],1,1.0,retain_Q_A_Prob,0.44145652651786804
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,38,mt10_a02_q12,single_fact,['selected_award'],1,1.0,retain_Q_A_Prob,0.2965328097343445
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,39,mt10_a02_q13,composite,['residence_history'],1,1.0,retain_Q_A_Prob,0.9995157718658447
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,40,mt10_a02_q15,relation,['authored_book'],1,1.0,retain_Q_A_Prob,0.98046875
mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10,Llama-3.2-1B-Instruct,NPO,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_NPO_from_full_e10/evals_final/MYTOFU_EVAL.json,retain,41,mt10_a02_q17,composite,['selected_award'],1,1.0,retain_Q_A_Prob,0.6252667307853699
